id,prompt,sketch_json,point_count_hint,missing_count_hint,answer_json
qsg_1243cd50406d,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c24_04"",""c23_04"",""c22_05"",""c21_05"",""c20_05"",""c19_05"",""c18_06"",""c17_06"",""c16_06"",""c15_06"",""c14_07"",""c13_07"",""c12_07"",""c11_07"",""c10_08"",""c09_08"",""c08_09"",""c07_09"",""c06_10"",""c05_10"",""c05_11"",""c04_12"",""c03_12"",""c02_12"",""c01_13"",""c01_14"",""c01_15"",""c01_16"",""c02_16"",""c03_16"",""c04_16"",""c05_16"",""c06_16"",""c07_16"",""c08_16"",""c09_16"",""c10_15"",""c11_14"",""c12_14"",""c13_14"",""c14_13"",""c15_13"",""c16_13"",""c17_12""],""suffix"":[""c30_12"",""c29_11"",""c28_10"",""c28_09"",""c28_08"",""c29_07"",""c29_06"",""c29_05"",""c29_04"",""c30_03"",""c30_02"",""c30_01"",""c30_00"",""c29_00"",""c28_01"",""c27_02"",""c26_03"",""c26_04"",""c25_05""],""gap_after_index"":43,""hidden_length_hint"":15},{""stroke_index"":1,""points"":[""c14_10"",""c15_11"",""c16_12"",""c17_13"",""c18_14"",""c19_14"",""c20_14"",""c21_15"",""c22_15"",""c23_15"",""c23_14"",""c22_14"",""c21_13"",""c20_12"",""c19_11"",""c19_10"",""c18_09"",""c17_08""]},{""stroke_index"":2,""points"":[""c15_07"",""c14_06"",""c13_06"",""c12_06"",""c11_06"",""c10_06"",""c09_06"",""c08_06"",""c07_06"",""c06_06"",""c05_06"",""c04_06"",""c03_07"",""c02_07"",""c01_07"",""c00_07"",""c00_08"",""c01_09"",""c02_09"",""c03_09"",""c04_09"",""c05_09"",""c06_09"",""c07_09"",""c08_09"",""c09_09""]},{""stroke_index"":3,""points"":[""c07_11"",""c08_10"",""c09_10"",""c10_11"",""c10_12"",""c09_12"",""c08_12"",""c07_12""]}]}",130,15,"{""hidden_cells"":[""c18_12"",""c19_12"",""c20_11"",""c21_11"",""c22_11"",""c23_10"",""c24_10"",""c25_10"",""c26_11"",""c27_11"",""c28_12"",""c29_12"",""c30_13"",""c31_13"",""c31_12""]}"
qsg_327d98246de7,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c07_10"",""c07_11"",""c07_12"",""c07_13"",""c07_14"",""c07_15"",""c07_16"",""c06_17"",""c06_18"",""c06_19"",""c06_20"",""c06_21"",""c06_22"",""c06_23"",""c06_24"",""c06_25"",""c06_26"",""c05_27"",""c05_28"",""c05_29"",""c05_30"",""c05_31""]},{""stroke_index"":1,""points"":[""c14_11"",""c14_12"",""c14_13"",""c13_14"",""c13_15"",""c13_16"",""c13_17"",""c13_18"",""c13_19"",""c13_20"",""c13_21"",""c13_22"",""c13_23"",""c14_24"",""c14_25"",""c14_26"",""c14_27"",""c14_28"",""c15_29"",""c15_30"",""c15_31""]},{""stroke_index"":2,""prefix"":[""c07_11"",""c06_11"",""c05_12"",""c04_12"",""c03_12"",""c02_12"",""c01_12"",""c00_11"",""c00_10"",""c00_09"",""c00_08"",""c00_07"",""c00_06"",""c00_05"",""c01_04"",""c02_04"",""c01_03"",""c01_02"",""c01_01"",""c02_01"",""c03_00"",""c04_00"",""c05_00"",""c06_00"",""c07_00""],""suffix"":[""c13_01"",""c14_01"",""c15_02"",""c16_02"",""c16_03"",""c17_04"",""c16_04"",""c15_05"",""c15_06"",""c16_07"",""c17_07"",""c18_08"",""c19_09"",""c18_10"",""c17_10"",""c16_11"",""c15_11"",""c14_12""],""gap_after_index"":24,""hidden_length_hint"":9},{""stroke_index"":3,""points"":[""c10_14"",""c10_15"",""c10_16"",""c09_17"",""c09_18"",""c09_19"",""c09_20"",""c09_21"",""c09_22"",""c10_22"",""c11_21"",""c11_20"",""c11_19"",""c11_18"",""c11_17"",""c11_16"",""c10_15"",""c09_15""]}]}",113,9,"{""hidden_cells"":[""c08_00"",""c09_00"",""c10_00"",""c11_00"",""c12_00"",""c11_00"",""c10_01"",""c11_01"",""c12_01""]}"
qsg_e55b16638971,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_00"",""c00_01"",""c00_02"",""c00_03""],""suffix"":[""c01_19"",""c01_20"",""c01_21"",""c01_22"",""c01_23"",""c01_24"",""c02_25"",""c02_26"",""c02_27"",""c02_28"",""c02_29"",""c03_30"",""c03_31""],""gap_after_index"":3,""hidden_length_hint"":15}]}",32,15,"{""hidden_cells"":[""c00_04"",""c00_05"",""c00_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c00_16"",""c00_17"",""c01_18""]}"
qsg_87c10722a066,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c03_14"",""c04_14"",""c05_15"",""c06_15"",""c07_15"",""c08_15"",""c09_15"",""c10_15"",""c11_15"",""c12_15""],""suffix"":[""c31_14"",""c31_15"",""c31_16"",""c30_17"",""c30_18"",""c29_19"",""c28_20"",""c27_20"",""c26_21"",""c25_21"",""c24_21"",""c23_22"",""c22_22"",""c21_22"",""c20_22"",""c19_22"",""c18_22"",""c17_22"",""c16_22"",""c15_22"",""c14_22"",""c13_22"",""c12_22"",""c11_22"",""c10_21"",""c09_21"",""c08_21"",""c07_21"",""c06_21"",""c05_20"",""c04_20"",""c03_20"",""c02_20"",""c01_19"",""c01_18"",""c01_17"",""c00_16"",""c00_15"",""c00_14"",""c00_13"",""c01_13"",""c02_14"",""c03_14"",""c04_14"",""c05_15""],""gap_after_index"":9,""hidden_length_hint"":18},{""stroke_index"":1,""points"":[""c13_15"",""c13_14"",""c13_13"",""c13_12"",""c13_11"",""c13_10"",""c13_09"",""c13_08"",""c14_07"",""c14_06"",""c14_05"",""c14_04"",""c14_03"",""c14_02"",""c14_01"",""c14_00"",""c15_01"",""c16_02"",""c16_03"",""c17_04"",""c17_05"",""c17_06"",""c17_07"",""c17_08"",""c16_09"",""c16_10"",""c16_11"",""c15_12"",""c14_12"",""c13_12""]},{""stroke_index"":2,""points"":[""c14_00"",""c13_00"",""c12_01"",""c12_02"",""c11_03"",""c11_04"",""c10_05"",""c10_06"",""c10_07"",""c10_08"",""c10_09"",""c10_10"",""c11_11"",""c11_12"",""c12_12"",""c13_12""]}]}",119,18,"{""hidden_cells"":[""c13_15"",""c14_15"",""c15_16"",""c16_16"",""c17_16"",""c18_16"",""c19_16"",""c20_16"",""c21_16"",""c22_16"",""c23_16"",""c24_16"",""c25_16"",""c26_15"",""c27_15"",""c28_15"",""c29_15"",""c30_14""]}"
qsg_aaaebe829b16,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c04_27"",""c03_26"",""c02_26"",""c01_27"",""c00_28"",""c00_29"",""c00_30"",""c01_31"",""c02_31"",""c03_31"",""c04_30"",""c05_30"",""c06_29"",""c06_28"",""c05_27"",""c04_26""]},{""stroke_index"":1,""points"":[""c10_27"",""c09_27"",""c08_27"",""c07_28"",""c06_28"",""c06_29"",""c06_30"",""c06_31"",""c07_31"",""c08_31"",""c09_30"",""c10_30"",""c10_29"",""c11_28"",""c10_27"",""c10_26"",""c09_26""]},{""stroke_index"":2,""points"":[""c13_27"",""c13_28"",""c13_29"",""c14_30"",""c15_30"",""c15_29"",""c15_28"",""c15_27"",""c14_27"",""c13_27"",""c13_28""]},{""stroke_index"":3,""points"":[""c19_27"",""c18_28"",""c17_28"",""c17_29"",""c17_30"",""c18_30"",""c19_31"",""c20_30"",""c20_29"",""c20_28"",""c20_27"",""c19_26"",""c18_27""]},{""stroke_index"":4,""points"":[""c22_26"",""c22_27"",""c21_28"",""c21_29"",""c22_30"",""c23_30"",""c24_30"",""c24_29"",""c23_28"",""c23_27"",""c22_26""]},{""stroke_index"":5,""points"":[""c22_25"",""c21_25"",""c20_26"",""c19_26"",""c18_27"",""c17_27"",""c16_27"",""c15_28"",""c14_28"",""c13_28"",""c12_28"",""c11_28"",""c10_28"",""c09_28"",""c08_28"",""c07_28"",""c06_28"",""c05_28"",""c04_28"",""c03_28""]},{""stroke_index"":6,""prefix"":[""c01_26"",""c00_25"",""c00_24"",""c00_23"",""c00_22"",""c00_21"",""c00_20"",""c00_19"",""c01_18"",""c01_17"",""c01_16"",""c01_15"",""c01_14"",""c01_13"",""c02_12"",""c03_12"",""c04_12"",""c05_12"",""c06_12"",""c07_12"",""c08_12"",""c09_12"",""c10_13"",""c11_13""],""suffix"":[""c20_15"",""c21_15"",""c22_15"",""c23_16"",""c23_17"",""c23_18"",""c23_19"",""c23_20"",""c23_21"",""c23_22"",""c23_23"",""c23_24"",""c22_24"",""c21_25"",""c20_25"",""c19_25"",""c18_25"",""c17_25"",""c16_25"",""c15_25"",""c14_25"",""c13_25"",""c12_25"",""c11_25"",""c10_25"",""c09_25"",""c08_25"",""c07_24"",""c06_24"",""c05_24"",""c04_23"",""c03_24""],""gap_after_index"":23,""hidden_length_hint"":8},{""stroke_index"":7,""points"":[""c11_12"",""c11_11"",""c12_10"",""c12_09"",""c13_08"",""c13_07"",""c13_06"",""c14_06"",""c14_07"",""c15_08"",""c15_09"",""c15_10"",""c15_11"",""c14_12"",""c14_13"",""c14_14"",""c14_15""]},{""stroke_index"":8,""points"":[""c15_05"",""c14_04"",""c13_04"",""c14_04"",""c15_03"",""c16_03"",""c16_02"",""c15_01"",""c14_00"",""c15_00""]},{""stroke_index"":9,""points"":[""c21_20"",""c20_20"",""c19_20"",""c19_19"",""c19_18"",""c19_17"",""c19_16""]}]}",186,8,"{""hidden_cells"":[""c12_13"",""c13_13"",""c14_13"",""c15_14"",""c16_14"",""c17_14"",""c18_14"",""c19_14""]}"
qsg_958ecefbb1ba,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_00"",""c00_01"",""c00_02"",""c01_03""],""suffix"":[""c04_16"",""c04_17"",""c04_18"",""c04_19"",""c04_20"",""c04_21"",""c04_22"",""c04_23"",""c04_24"",""c04_25"",""c04_26"",""c04_27"",""c04_28"",""c04_29"",""c04_30"",""c04_31"",""c05_31""],""gap_after_index"":3,""hidden_length_hint"":12},{""stroke_index"":1,""points"":[""c07_00"",""c07_01"",""c07_02"",""c08_03"",""c08_04"",""c08_05"",""c08_06"",""c08_07"",""c08_08"",""c09_09"",""c09_10"",""c09_11"",""c09_12"",""c09_13"",""c09_14"",""c10_15"",""c10_16"",""c10_17"",""c10_18"",""c10_19"",""c10_20"",""c10_21"",""c10_22"",""c11_23"",""c11_24"",""c11_25"",""c11_26"",""c11_27"",""c11_28""]},{""stroke_index"":2,""points"":[""c08_07"",""c07_07"",""c06_07"",""c05_07"",""c04_07"",""c03_07"",""c02_07"",""c01_07""]},{""stroke_index"":3,""points"":[""c09_12"",""c08_12"",""c07_12"",""c06_12"",""c05_12"",""c04_12"",""c03_12""]},{""stroke_index"":4,""points"":[""c07_17"",""c06_17"",""c05_17"",""c04_17""]},{""stroke_index"":5,""points"":[""c10_22"",""c09_22"",""c08_22"",""c07_22"",""c06_22"",""c05_22""]},{""stroke_index"":6,""points"":[""c10_26"",""c09_26"",""c08_26"",""c07_26""]}]}",91,12,"{""hidden_cells"":[""c01_04"",""c01_05"",""c01_06"",""c02_07"",""c02_08"",""c02_09"",""c02_10"",""c03_11"",""c03_12"",""c03_13"",""c03_14"",""c04_15""]}"
qsg_0eb9b7c4e7d3,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c04_04"",""c04_05"",""c05_06"",""c06_07"",""c07_08"",""c08_09"",""c08_10"",""c09_11"",""c10_12"",""c11_13"",""c12_14"",""c13_15"",""c13_16"",""c14_17"",""c14_18"",""c15_19"",""c15_20"",""c15_21"",""c16_22"",""c16_23"",""c16_24"",""c16_25"",""c17_26"",""c17_27""]},{""stroke_index"":1,""prefix"":[""c18_04"",""c17_05"",""c16_06"",""c15_07"",""c14_08"",""c13_09"",""c13_10"",""c12_11"",""c11_12"",""c10_13"",""c10_14"",""c09_15""],""suffix"":[""c06_24"",""c05_25"",""c05_26"",""c04_27"",""c04_28"",""c04_29"",""c03_30"",""c03_31""],""gap_after_index"":11,""hidden_length_hint"":8},{""stroke_index"":2,""points"":[""c03_00"",""c02_01"",""c02_02"",""c02_03"",""c02_04"",""c02_05"",""c02_06"",""c02_07"",""c02_08"",""c02_09"",""c03_10"",""c03_11"",""c04_10"",""c05_09"",""c05_08"",""c06_07"",""c06_06"",""c06_05"",""c06_04"",""c06_03"",""c06_02"",""c05_01"",""c05_00"",""c04_00"",""c03_00"",""c02_00"",""c02_01"",""c01_02"",""c01_03"",""c00_04"",""c00_05""]},{""stroke_index"":3,""points"":[""c20_01"",""c20_00"",""c19_01"",""c18_02"",""c18_03"",""c18_04"",""c18_05"",""c18_06"",""c18_07"",""c18_08"",""c18_09"",""c19_10"",""c20_10"",""c21_11"",""c22_12"",""c23_11"",""c23_10"",""c24_09"",""c24_08"",""c24_07"",""c24_06"",""c24_05"",""c24_04"",""c24_03"",""c23_02"",""c23_01"",""c22_00"",""c21_00"",""c20_00"",""c19_00"",""c18_01"",""c18_02"",""c18_03"",""c18_04""]},{""stroke_index"":4,""points"":[""c03_31"",""c04_30"",""c05_29"",""c06_28"",""c06_27"",""c07_26"",""c08_25"",""c09_24"",""c09_23"",""c10_22"",""c10_21"",""c11_20"",""c11_19"",""c12_18"",""c12_17"",""c13_16"",""c13_15"",""c14_14"",""c14_13"",""c15_12"",""c15_11"",""c16_10"",""c16_09"",""c17_08"",""c17_07"",""c18_06"",""c18_05"",""c19_04""]},{""stroke_index"":5,""points"":[""c04_08"",""c04_09"",""c05_10"",""c06_11"",""c06_12"",""c06_13"",""c07_14"",""c08_15"",""c08_16"",""c09_17"",""c10_18"",""c11_19"",""c11_20"",""c12_21"",""c13_22"",""c14_23"",""c15_24"",""c16_24"",""c17_25"",""c18_26"",""c19_27""]}]}",166,8,"{""hidden_cells"":[""c08_16"",""c08_17"",""c08_18"",""c07_19"",""c07_20"",""c07_21"",""c06_22"",""c06_23""]}"
qsg_3b912ee7c141,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c00_10"",""c01_10"",""c02_10"",""c03_10"",""c04_10"",""c05_10"",""c06_10"",""c07_10"",""c08_10"",""c09_10"",""c10_10"",""c11_10"",""c12_10"",""c13_10"",""c14_09"",""c15_09"",""c16_09"",""c17_09"",""c18_09"",""c19_09"",""c20_09"",""c21_09"",""c22_09"",""c23_09"",""c24_09"",""c25_08"",""c26_08"",""c27_08"",""c28_08"",""c29_08"",""c30_08"",""c31_08""]},{""stroke_index"":1,""points"":[""c00_09"",""c00_08"",""c00_07"",""c00_06"",""c00_05"",""c00_04"",""c00_03"",""c00_02"",""c00_01"",""c00_00"",""c01_00"",""c02_00"",""c03_01"",""c04_02"",""c05_03"",""c06_04"",""c06_05"",""c07_06"",""c08_07"",""c09_07"",""c10_08"",""c11_08"",""c12_08"",""c13_09"",""c14_09""]},{""stroke_index"":2,""prefix"":[""c14_09"",""c15_09"",""c16_09"",""c17_09"",""c18_08"",""c19_08"",""c20_08"",""c21_08"",""c22_08""],""suffix"":[""c31_05"",""c31_06"",""c31_07"",""c31_08"",""c31_09"",""c31_10""],""gap_after_index"":8,""hidden_length_hint"":15}]}",87,15,"{""hidden_cells"":[""c23_07"",""c24_07"",""c25_06"",""c26_06"",""c27_05"",""c28_04"",""c29_04"",""c30_03"",""c31_02"",""c31_01"",""c31_00"",""c31_01"",""c31_02"",""c31_03"",""c31_04""]}"
qsg_23d14294482c,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c09_05"",""c08_04"",""c07_05"",""c06_06"",""c06_07"",""c06_08"",""c06_09"",""c06_10"",""c06_11"",""c06_12"",""c06_13"",""c07_14"",""c08_15"",""c08_16"",""c09_16"",""c10_15"",""c11_14"",""c12_13"",""c13_12"",""c13_11"",""c13_10"",""c13_09"",""c12_08"",""c12_07"",""c12_06"",""c12_05"",""c11_04"",""c10_03"",""c09_03"",""c08_04"",""c07_05""]},{""stroke_index"":1,""prefix"":[""c03_03"",""c03_04"",""c03_05"",""c02_06"",""c02_07"",""c02_08"",""c02_09"",""c02_10"",""c02_11"",""c02_12"",""c02_13"",""c03_14"",""c03_15"",""c03_16"",""c03_17"",""c03_18"",""c03_19"",""c03_20"",""c03_21"",""c04_21"",""c05_21"",""c06_21"",""c07_21"",""c08_21"",""c09_21"",""c10_21"",""c11_21"",""c12_21"",""c13_20"",""c14_20"",""c15_20"",""c16_20"",""c17_20"",""c18_20"",""c19_20"",""c20_20"",""c21_20"",""c22_20"",""c23_20"",""c24_20"",""c25_20"",""c26_19"",""c27_19"",""c28_19""],""suffix"":[""c29_08"",""c29_07"",""c29_06"",""c28_05"",""c28_04"",""c28_03"",""c27_02"",""c27_01"",""c26_00"",""c25_00"",""c24_00"",""c23_00"",""c22_00"",""c21_00"",""c20_00"",""c19_00"",""c18_01"",""c17_01"",""c16_01"",""c15_01"",""c14_01"",""c13_01"",""c12_01"",""c11_01"",""c10_01"",""c09_01"",""c08_01"",""c07_01"",""c06_02"",""c05_02"",""c04_02"",""c03_02"",""c02_02"",""c01_02"",""c00_02"",""c00_03""],""gap_after_index"":43,""hidden_length_hint"":13},{""stroke_index"":2,""points"":[""c08_03"",""c09_03"",""c10_02"",""c11_02"",""c12_02"",""c13_02"",""c14_03"",""c15_03""]},{""stroke_index"":3,""points"":[""c10_15"",""c11_15"",""c12_15"",""c13_14"",""c14_14"",""c15_14"",""c16_14"",""c16_13"",""c17_12"",""c17_11"",""c17_10"",""c17_09"",""c17_08"",""c17_07"",""c17_06"",""c16_05"",""c16_04"",""c16_03"",""c15_02""]}]}",151,13,"{""hidden_cells"":[""c29_19"",""c30_19"",""c31_19"",""c31_18"",""c31_17"",""c30_16"",""c30_15"",""c30_14"",""c30_13"",""c30_12"",""c30_11"",""c30_10"",""c29_09""]}"
qsg_3d59cb814e9b,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c05_10"",""c04_10"",""c03_10"",""c02_11"",""c02_12"",""c01_13"",""c01_14"",""c00_15"",""c00_16"",""c00_17"",""c00_18"",""c00_19"",""c00_20"",""c00_21"",""c01_22"",""c02_22"",""c03_23"",""c04_23"",""c05_24"",""c06_24"",""c07_24"",""c08_24""],""suffix"":[""c13_16"",""c13_15"",""c12_14"",""c11_13"",""c10_12"",""c09_11"",""c08_11"",""c07_11"",""c06_11"",""c05_11""],""gap_after_index"":21,""hidden_length_hint"":8},{""stroke_index"":1,""points"":[""c28_13"",""c28_12"",""c28_11"",""c28_10"",""c27_10"",""c26_10"",""c25_10"",""c24_10"",""c23_10"",""c22_11"",""c21_12"",""c21_13"",""c20_14"",""c20_15"",""c20_16"",""c20_17"",""c20_18"",""c20_19"",""c20_20"",""c21_21"",""c22_22"",""c23_23"",""c24_24"",""c25_25"",""c26_26"",""c27_26"",""c28_25"",""c29_24"",""c29_23"",""c30_22"",""c30_21"",""c31_20"",""c31_19"",""c31_18"",""c31_17"",""c31_16"",""c31_15"",""c30_14"",""c30_13"",""c29_13"",""c28_13""]},{""stroke_index"":2,""points"":[""c25_18"",""c24_17"",""c24_16""]},{""stroke_index"":3,""points"":[""c25_17"",""c26_16"",""c27_15"",""c27_14"",""c28_13"",""c29_12""]},{""stroke_index"":4,""points"":[""c26_17"",""c27_18"",""c28_18"",""c29_18"",""c30_19"",""c30_20""]},{""stroke_index"":5,""points"":[""c25_17"",""c24_18"",""c24_19"",""c23_20"",""c22_21"",""c21_22"",""c21_23"",""c20_24""]},{""stroke_index"":6,""points"":[""c23_19"",""c23_18"",""c22_17"",""c22_16"",""c21_15"",""c21_14"",""c20_13""]},{""stroke_index"":7,""points"":[""c07_17"",""c08_16"",""c09_15"",""c09_14"",""c10_13"",""c11_12"",""c12_12""]},{""stroke_index"":8,""points"":[""c06_16"",""c05_15"",""c04_15"",""c03_14"",""c02_13"",""c02_12""]},{""stroke_index"":9,""points"":[""c07_16"",""c06_17"",""c05_18"",""c04_19"",""c03_20"",""c02_20"",""c01_21""]},{""stroke_index"":10,""points"":[""c06_17"",""c06_18"",""c07_19"",""c08_20"",""c08_21"",""c09_21"",""c10_22"",""c11_22""]},{""stroke_index"":11,""points"":[""c08_11"",""c08_10"",""c08_09"",""c08_08"",""c08_07"",""c08_06"",""c09_06"",""c10_06"",""c11_06"",""c12_06"",""c13_06"",""c14_06"",""c15_06"",""c16_06"",""c17_06"",""c18_06"",""c19_06"",""c20_06"",""c21_06"",""c22_06"",""c23_06"",""c24_06"",""c24_07"",""c25_08"",""c25_09""]},{""stroke_index"":12,""points"":[""c25_07"",""c25_06"",""c26_05"",""c26_04"",""c27_03"",""c28_02"",""c28_01"",""c29_00""]}]}",172,8,"{""hidden_cells"":[""c09_24"",""c10_23"",""c11_22"",""c12_21"",""c12_20"",""c13_19"",""c13_18"",""c13_17""]}"
qsg_13f1b7052773,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c02_11"",""c01_12"",""c01_13"",""c00_14"",""c00_15"",""c00_16"",""c00_17"",""c00_18"",""c01_18""],""suffix"":[""c05_31"",""c06_31"",""c07_31"",""c08_31"",""c09_31"",""c10_30"",""c11_29"",""c11_28"",""c11_27"",""c11_26"",""c10_25"",""c10_24"",""c09_23"",""c08_22"",""c08_21"",""c09_21"",""c10_21"",""c10_20"",""c11_19"",""c12_18"",""c13_17"",""c13_16"",""c13_15"",""c12_14"",""c11_14"",""c10_13"",""c09_12"",""c08_12"",""c07_12"",""c06_12"",""c05_12"",""c04_12"",""c03_12"",""c02_12""],""gap_after_index"":8,""hidden_length_hint"":15},{""stroke_index"":1,""points"":[""c04_12"",""c04_11"",""c04_10"",""c05_09"",""c05_08"",""c05_07"",""c06_06"",""c06_05"",""c06_04"",""c06_03"",""c06_02"",""c07_01"",""c07_00"",""c08_01"",""c08_02"",""c08_03"",""c08_04"",""c08_05"",""c07_06"",""c07_07"",""c07_08"",""c07_09"",""c07_10"",""c07_11""]},{""stroke_index"":2,""points"":[""c06_13"",""c06_14"",""c05_15"",""c05_16"",""c06_16"",""c07_16"",""c08_16"",""c08_15"",""c07_14""]},{""stroke_index"":3,""points"":[""c07_13"",""c07_14"",""c06_15"",""c06_16""]}]}",95,15,"{""hidden_cells"":[""c02_19"",""c02_20"",""c02_21"",""c01_22"",""c01_23"",""c00_24"",""c00_25"",""c00_26"",""c00_27"",""c00_28"",""c00_29"",""c01_30"",""c02_30"",""c03_30"",""c04_30""]}"
qsg_ac99ee29ccbe,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_00"",""c01_00"",""c02_00"",""c03_01"",""c04_01"",""c05_01"",""c06_01"",""c07_01"",""c08_01"",""c09_01"",""c10_01"",""c11_02"",""c12_02"",""c13_02"",""c14_02"",""c15_03"",""c16_03"",""c17_03"",""c18_03"",""c19_03"",""c20_03"",""c21_03"",""c22_03"",""c23_03""],""suffix"":[""c29_07"",""c29_08"",""c29_09"",""c29_10"",""c29_11"",""c29_12"",""c28_13"",""c28_14"",""c28_15"",""c28_16"",""c28_17"",""c28_18"",""c27_18"",""c26_18"",""c25_17"",""c24_17"",""c23_17"",""c22_17"",""c21_16"",""c20_16"",""c19_16"",""c18_16"",""c17_16"",""c16_16"",""c15_16"",""c14_16"",""c13_16"",""c12_16"",""c11_16"",""c10_16"",""c09_16"",""c08_16"",""c07_16"",""c06_15"",""c05_15"",""c04_15"",""c03_15"",""c02_15"",""c01_15"",""c02_14"",""c01_14"",""c00_14"",""c00_13"",""c00_12"",""c00_11"",""c00_10"",""c00_09"",""c00_08"",""c00_07"",""c00_06"",""c00_05"",""c00_04"",""c00_03"",""c00_02"",""c00_01"",""c00_00""],""gap_after_index"":23,""hidden_length_hint"":12},{""stroke_index"":1,""points"":[""c15_06"",""c14_06"",""c13_06"",""c12_06"",""c11_07"",""c11_08"",""c10_09"",""c10_10"",""c10_11"",""c11_12"",""c12_12"",""c13_13"",""c14_12"",""c15_12"",""c16_12"",""c17_11"",""c18_10"",""c18_09"",""c17_08"",""c17_07"",""c17_06"",""c16_06"",""c15_05""]}]}",115,12,"{""hidden_cells"":[""c24_02"",""c25_02"",""c26_02"",""c27_02"",""c28_02"",""c29_02"",""c30_02"",""c31_02"",""c30_03"",""c30_04"",""c30_05"",""c30_06""]}"
